Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Total Penjualan,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Sales,Kode Sales,Nama Depan,Nama Belakang,#,SKU,Nama,Harga
Setia,Harijanto,Harijanto@rocketmailx.com,Madiun,25-04-2018,KP0150BH,"Rp108,000,000",37020,4,N/A,Cepat Kirim,N,nv-123,123,,,,,,,
Daniel,International,International@livex.com,Jakarta Barat,25-04-2018,KP0925SG,"Rp105,000,000",37021,7,N/A,JENT,Y,sx-333,333,,,,,,,
Maria,Diana,Diana@icloudx.com,Sibolga,25-04-2018,KP0050AG,"Rp113,750,000",37022,7,5,Cepat Kirim,Y,gk-662,662,,,,,,,
Petrus,Hugh,Hugh@livex.com,Bandung,25-05-2018,KP0925SG,"Rp60,000,000",37023,4,4,Pru Logistic,N,en-409,409,,,,,,,
Gaitini,Vincent,Gaitini@livex.com,Sawahlunto,25-06-2018,KP0850FB,"Rp147,000,000",37024,7,4,Pru Logistic,Y,yc-559,559,,,,,,,
Victor,Luhur,Luhur@icloudx.com,Magelang,25-06-2018,KP0150BH,"Rp162,000,000",37025,6,4,#N/A,N,rm-410,410,,,,,,,
Gita,Group,GITA@ymailx.com,Lubuklinggau,25-06-2018,KP0625AF,"Rp60,000,000",37026,5,N/A,Swift Delivery,Y,Dv-661,661,,,,,,,
Herry,Soegiarto,Soegiarto@gmailx.com,Metro,25-07-2018,KP0625AF,"Rp60,000,000",37027,5,4,Wakanda Express,Y,Pv-150,150,,,,,,,
Roger,Suliawan,Roger@ymailx.com,Jakarta Pusat,25-08-2018,KP0425CB,"Rp163,500,000",37028,6,4,Cepat Kirim,N,Bj-333,333,,,,,,,
Herman,Hambali,Hambali@ymailx.com,Jayapura,25-09-2018,KP0425CB,"Rp190,750,000",37029,7,3,Cepat Kirim,Y,Ti-990,990,,,,,,,
Lovri,Nelson,Lovri@livex.com,Gorontalo,25-09-2018,KP0850FB,"Rp168,000,000",37030,8,4,Swift Delivery,Y,Sv-983,983,,,,,,,
Ferdinand,Mirza,Mirza@ymailx.com,Tasikmalaya,26-01-2018,KP0850FB,"Rp189,000,000",37031,9,5,JENT,Y,tg-409,409,,,,,,,
Solihin,Patra,Patra@mex.com,Gorontalo,26-10-2018,KP0750AJ,"Rp72,000,000",37032,4,2,JENT,N,ac-983,983,,,,,,,
Calvin,Carmen,Calvin@icloudx.com,Pariaman,26-10-2018,KP0750AJ,"Rp144,000,000",37033,8,N/A,Cepat Kirim,Y,Hm-559,559,,,,,,,
Henking,Ikbal,Ikbal@ymailx.com,Pontianak,26-11-2018,KP0050AG,"Rp162,500,000",37034,10,N/A,JENT,Y,Hq-880,880,,,,,,,
Kiki,Utomo,Utomo@ymailx.com,Yogyakarta,26-12-2018,KP0750AJ,"Rp90,000,000",37035,5,4,JENT,Y,hd-444,444,,,,,,,
Baldeo,Agil,Baldeo@ymailx.com,Tomohon,26-12-2018,KP0050AG,"Rp113,750,000",37036,7,N/A,JENT,Y,Uj-221,221,,,,,,,
Adji,Widjojo,Adji@livex.com,Tarakan,26-12-2018,KP0850FB,"Rp126,000,000",37037,6,N/A,Cepat Kirim,Y,Ak-994,994,,,,,,,
Agus,Nittyyudo,Agus@ymailx.com,Jakarta Utara,26-02-2018,KP0750AJ,"Rp180,000,000",37038,10,N/A,JENT,Y,oa-333,333,,,,,,,
Kirk,Harsono,Harsono@gmailx.com,Tomohon,26-02-2018,KP0750AJ,"Rp162,000,000",37039,9,N/A,JENT,Y,ge-221,221,,,,,,,
Kusuma,Ongsoredjo,Ongsoredjo@gmailx.com,Langsa,26-03-2018,KP0925SG,"Rp150,000,000",37040,10,2,Swift Delivery,Y,jj-101,101,,,,,,,
Ignanto,Hadikusumo,Ignanto@gmailx.com,Tidore Kepulauan,26-03-2018,KP0350CF,"Rp350,000,000",37041,10,N/A,Cepat Kirim,Y,gv-160,160,,,,,,,
Ang,Suo,Ang@livex.com,Jambi,26-04-2018,KP0625AF,"Rp84,000,000",37042,7,4,Cepat Kirim,Y,oc-512,512,,,,,,,
Matthew,Akbar,Matthew@icloudx.com,Sungai Penuh,26-04-2018,KP0050AG,"Rp97,500,000",37043,6,4,Wakanda Express,Y,pl-512,512,,,,,,,
Indrawati,R.,Indrawati@ymailx.com,Jakarta Utara,26-04-2018,KP0625AF,"Rp96,000,000",37044,8,N/A,Cepat Kirim,Y,rq-333,333,,,,,,,
Pradeep,Sinto,Sinto@livex.com,Pagaralam,26-04-2018,KP0750AJ,"Rp162,000,000",37045,9,N/A,JENT,N,di-661,661,,,,,,,
Doreen,Kong,Kong@livex.com,Palembang,26-05-2018,KP0750AJ,"Rp54,000,000",37046,3,4,JENT,Y,np-661,661,,,,,,,
Hanson,Wargana,Wargana@gmailx.com,Prabumulih,26-05-2018,KP0625AF,"Rp48,000,000",37047,4,4,Swift Delivery,Y,xp-661,661,,,,,,,
Adelina,Bowden,BOWDEN@gmailx.com,Cirebon,26-05-2018,KP0750AJ,"Rp90,000,000",37048,5,1,Swift Delivery,Y,ft-409,409,,,,,,,
Djoni,Kusumawati,Djoni@ymailx.com,Bogor,26-07-2018,KP0925SG,"Rp150,000,000",37049,10,N/A,JENT,Y,Js-409,409,,,,,,,
Chander,Gobel,Gobel@livex.com,Bima,26-08-2018,KP0150BH,"Rp54,000,000",37050,2,4,Cepat Kirim,Y,xe-183,183,,,,,,,
Cindy,Lestari,Lestari@gmailx.com,Magelang,26-08-2018,KP0925SG,"Rp105,000,000",37051,7,N/A,Swift Delivery,Y,wy-410,410,,,,,,,
Jeffrey,Suwarno,Jeffrey@ymailx.com,Pangkalpinang,26-08-2018,KP0050AG,"Rp48,750,000",37052,3,N/A,Wakanda Express,Y,el-120,120,,,,,,,
Madampath,Arief,Madampath@icloudx.com,Yogyakarta,26-08-2018,KP0625AF,"Rp120,000,000",37053,10,4,Pru Logistic,Y,Aq-444,444,,,,,,,
Virendra,Prakash,Virendra@gmailx.com,Banjarbaru,26-09-2018,KP0150BH,"Rp162,000,000",37054,6,4,#N/A,N,vu-991,991,,,,,,,
Roberto,Arpan,Roberto@gmailx.com,Pasuruan,26-09-2018,KP0750AJ,"Rp144,000,000",37055,8,5,Pru Logistic,N,Ej-123,123,,,,,,,
Raymond,Sapta,Raymond@icloudx.com,Bukittinggi,26-09-2018,KP0850FB,"Rp147,000,000",37056,7,5,Wakanda Express,N,Yx-559,559,,,,,,,
Frank,Koeshandery,Frank@gmailx.com,Padangpanjang,27-10-2018,KP0850FB,"Rp42,000,000",37057,2,N/A,JENT,Y,rd-559,559,,,,,,,
Abu,"Sally,",Abu@ymailx.com,Balikpapan,27-10-2018,KP0350CF,"Rp245,000,000",37058,7,N/A,Cepat Kirim,Y,Qc-993,993,,,,,,,
Alexandra,Muljo,Alexandra@ymailx.com,Mojokerto,27-10-2018,KP0625AF,"Rp108,000,000",37059,9,N/A,Cepat Kirim,Y,Pi-123,123,,,,,,,
Lilys,Riady,Lilys@ymailx.com,Jakarta Pusat,27-12-2018,KP0750AJ,"Rp144,000,000",37060,8,4,JENT,Y,ik-333,333,,,,,,,
Rori,Group,Group@ymailx.com,Pariaman,27-12-2018,KP0750AJ,"Rp144,000,000",37061,8,N/A,JENT,N,Rh-559,559,,,,,,,
Andrew,Eddy,Andrew@ymailx.com,Manado,27-12-2018,KP0350CF,"Rp210,000,000",37062,6,4,Swift Delivery,Y,Qo-221,221,,,,,,,
Rustiyan,Muchtar,Rustiyan@outlookx.com,Semarang,27-03-2018,KP0925SG,"Rp75,000,000",37063,5,N/A,Wakanda Express,N,gf-410,410,,,,,,,
Kusumo,Halim,Kusumo@gmailx.com,Tegal,27-03-2018,KP0150BH,"Rp243,000,000",37064,9,4,Wakanda Express,Y,ku-410,410,,,,,,,
Liliana,Mogi,Liliana@icloudx.com,Malang,27-04-2018,KP0350CF,"Rp245,000,000",37065,7,N/A,Swift Delivery,Y,ys-123,123,,,,,,,
Agam,Iskandar,Agam@gmailx.com,Purwokerto,27-05-2018,KP0750AJ,"Rp90,000,000",37066,5,1,Wakanda Express,Y,pf-410,410,,,,,,,
Hendra,Jimmy,Jimmy@gmailx.com,Medan,27-05-2018,KP0850FB,"Rp105,000,000",37067,5,N/A,Swift Delivery,Y,yk-662,662,,,,,,,
Danny,Basuki,Danny@ymailx.com,Jambi,27-05-2018,KP0625AF,"Rp96,000,000",37068,8,N/A,Swift Delivery,Y,qa-512,512,,,,,,,
Grant,Sutantyo,Grant@ymailx.com,Surakarta,27-06-2018,KP0925SG,"Rp120,000,000",37069,8,2,Pru Logistic,Y,Ji-410,410,,,,,,,
Mochamad,Balmaceda,Mochamad@ymailx.com,Yogyakarta,27-07-2018,KP0350CF,"Rp350,000,000",37070,10,4,Pru Logistic,Y,bu-444,444,,,,,,,
Bong,Bagus,Bagus@ymailx.com,Pekalongan,27-08-2018,KP0150BH,"Rp135,000,000",37071,5,N/A,Swift Delivery,Y,ns-410,410,,,,,,,
Gladys,Samantha,Samantha@ymailx.com,Lubuklinggau,27-08-2018,KP0625AF,"Rp84,000,000",37072,7,4,JENT,Y,lx-661,661,,,,,,,
Bengt,Consulting,Consulting@outlookx.com,Padangpanjang,27-08-2018,KP0425CB,"Rp218,000,000",37073,8,N/A,Swift Delivery,Y,ku-559,559,,,,,,,
Lim,Yoshawirja,Lim@outlookx.com,Tanjungpinang,27-09-2018,KP0625AF,"Rp36,000,000",37074,3,N/A,Wakanda Express,Y,qy-809,809,,,,,,,
Kokos,Purnomo,Kokos@ymailx.com,Langsa,27-09-2018,KP0625AF,"Rp96,000,000",37075,8,N/A,Cepat Kirim,Y,ty-101,101,,,,,,,
Richard,Eldelina,Eldelina@livex.com,Tomohon,27-09-2018,KP0850FB,"Rp63,000,000",37076,3,5,Swift Delivery,N,Ap-221,221,,,,,,,
Pao,Halim,PAO@ymailx.com,Padang,27-09-2018,KP0550EH,"Rp225,000,000",37077,5,1,Cepat Kirim,N,Sk-559,559,,,,,,,
Darmawansjah,Johan,Johan@outlookx.com,Meulaboh,28-10-2018,KP0350CF,"Rp245,000,000",37078,7,5,Wakanda Express,Y,Dj-101,101,,,,,,,
Irawan,Moi,Moi@gmailx.com,Manado,28-11-2018,KP0750AJ,"Rp144,000,000",37079,8,N/A,Wakanda Express,Y,Fi-221,221,,,,,,,
Ridwan,Tejowarno,Tejowarno@ymailx.com,Sibolga,28-11-2018,KP0850FB,"Rp210,000,000",37080,10,N/A,Swift Delivery,N,El-662,662,,,,,,,
Metta,Basyir,Metta@ymailx.com,Medan,28-12-2018,KP0850FB,"Rp84,000,000",37081,4,N/A,Swift Delivery,Y,Rn-662,662,,,,,,,
Septo,Ong,Septo@ymailx.com,Banda Aceh,28-12-2018,KP0850FB,"Rp63,000,000",37082,3,N/A,Cepat Kirim,N,Tr-101,101,,,,,,,
Michel,Ahimsa,Michel@rocketmailx.com,Malang,28-02-2018,KP0850FB,"Rp147,000,000",37083,7,N/A,JENT,Y,ja-123,123,,,,,,,
Boediyanio,Syafriel,Boediyanio@gmailx.com,Cimahi,28-03-2018,KP0750AJ,"Rp72,000,000",37084,4,5,Pru Logistic,Y,rw-409,409,,,,,,,
Soetjahjono,Wiryanto,Wiryanto@ymailx.com,Parepare,28-04-2018,KP0225BB,"Rp50,000,000",37085,5,N/A,JENT,N,pm-290,290,,,,,,,
Eddy,Robert,Robert@livex.com,Pekalongan,28-04-2018,KP0850FB,"Rp189,000,000",37086,9,N/A,Pru Logistic,Y,qu-410,410,,,,,,,
Rizal,Fadjar,Rizal@rocketmailx.com,Padangpanjang,28-04-2018,KP0750AJ,"Rp108,000,000",37087,6,4,Wakanda Express,N,va-559,559,,,,,,,
Medina,Prasetyo,MEDINA@ymailx.com,Tegal,28-05-2018,KP0850FB,"Rp126,000,000",37088,6,N/A,Wakanda Express,Y,hk-410,410,,,,,,,
Eunice,Wiyono,Eunice@outlookx.com,Madiun,28-05-2018,KP0350CF,"Rp105,000,000",37089,3,5,JENT,Y,wt-123,123,,,,,,,
Budyanto,Eko,Budyanto@ymailx.com,Depok,28-06-2018,KP0850FB,"Rp189,000,000",37090,9,N/A,JENT,Y,tq-409,409,,,,,,,
Sierah,Tjioe,Sierah@outlookx.com,Bukittinggi,28-06-2018,KP0750AJ,"Rp180,000,000",37091,10,4,Pru Logistic,N,ku-559,559,,,,,,,
Richard,Padilla,Padilla@gmailx.com,Pontianak,28-07-2018,KP0925SG,"Rp105,000,000",37092,7,N/A,Cepat Kirim,N,La-880,880,,,,,,,
Kaizer,Subianto,Kaizer@gmailx.com,Manado,28-07-2018,KP0750AJ,"Rp162,000,000",37093,9,N/A,Swift Delivery,Y,Nq-221,221,,,,,,,
Hendrik,Hari,Hendrik@ymailx.com,Sibolga,28-08-2018,KP0625AF,"Rp48,000,000",37094,4,N/A,Wakanda Express,Y,rm-662,662,,,,,,,
Antonius,Azhari,Azhari@ymailx.com,Banda Aceh,28-08-2018,KP0850FB,"Rp189,000,000",37095,9,5,Pru Logistic,Y,Ok-101,101,,,,,,,
Alan,Tioniwar,Tioniwar@livex.com,Samarinda,28-08-2018,KP0350CF,"Rp70,000,000",37096,2,4,Wakanda Express,Y,Ps-993,993,,,,,,,
Leda,Indra,Indra@rocketmailx.com,Ternate,28-09-2018,KP0625AF,"Rp48,000,000",37097,4,4,Swift Delivery,Y,Lx-160,160,,,,,,,
Sujono,Franklin,Franklin@outlookx.com,Cilegon,28-09-2018,KP0625AF,"Rp120,000,000",37098,10,N/A,JENT,N,Up-500,500,,,,,,,
